scenario,node,lon,lat
OSM_LARGE,516,-3.190705,55.945198
OSM_LARGE,517,-3.190699,55.946459
OSM_LARGE,518,-3.190689,55.945201
OSM_LARGE,519,-3.190675,55.94541
OSM_LARGE,520,-3.19065,55.946458
OSM_LARGE,521,-3.190644,55.950989
OSM_LARGE,522,-3.190625,55.944996
OSM_LARGE,523,-3.190616,55.944979
OSM_LARGE,524,-3.190597,55.947245
OSM_LARGE,525,-3.190594,55.946487
OSM_LARGE,526,-3.190589,55.950999
OSM_LARGE,527,-3.190548,55.94726
OSM_LARGE,528,-3.190544,55.944012
OSM_LARGE,529,-3.190539,55.945115
OSM_LARGE,530,-3.190533,55.951007
OSM_LARGE,531,-3.190531,55.949786
OSM_LARGE,532,-3.190488,55.948387
OSM_LARGE,533,-3.190481,55.951013
OSM_LARGE,534,-3.190478,55.94272
OSM_LARGE,535,-3.190461,55.947287
OSM_LARGE,536,-3.190427,55.951017
OSM_LARGE,537,-3.190409,55.950181
OSM_LARGE,538,-3.19038,55.945469
OSM_LARGE,539,-3.190354,55.945423
OSM_LARGE,540,-3.190331,55.945265
OSM_LARGE,541,-3.190327,55.949958
OSM_LARGE,542,-3.190326,55.945256
OSM_LARGE,543,-3.190323,55.945369
OSM_LARGE,544,-3.190316,55.947332
OSM_LARGE,545,-3.190306,55.949903
OSM_LARGE,546,-3.190304,55.9492
OSM_LARGE,547,-3.190294,55.948721
OSM_LARGE,548,-3.190281,55.949814
OSM_LARGE,549,-3.190277,55.949207
OSM_LARGE,550,-3.190271,55.94516
OSM_LARGE,551,-3.190264,55.945267
OSM_LARGE,552,-3.190259,55.949215
OSM_LARGE,553,-3.190257,55.943438
OSM_LARGE,554,-3.190257,55.948614
OSM_LARGE,555,-3.190245,55.949225
OSM_LARGE,556,-3.190236,55.949236
OSM_LARGE,557,-3.190233,55.945273
OSM_LARGE,558,-3.190212,55.94517
OSM_LARGE,559,-3.190202,55.945288
OSM_LARGE,560,-3.190198,55.945279
OSM_LARGE,561,-3.190185,55.949371
OSM_LARGE,562,-3.190183,55.950207
OSM_LARGE,563,-3.190162,55.944477
OSM_LARGE,564,-3.190157,55.949826
OSM_LARGE,565,-3.190148,55.945297
OSM_LARGE,566,-3.190145,55.945056
OSM_LARGE,567,-3.190144,55.945052
OSM_LARGE,568,-3.190119,55.94506
OSM_LARGE,569,-3.190108,55.945185
OSM_LARGE,570,-3.190107,55.948007
OSM_LARGE,571,-3.1901,55.949983
OSM_LARGE,572,-3.190092,55.945064
OSM_LARGE,573,-3.190091,55.945151
OSM_LARGE,574,-3.19009,55.94506
OSM_LARGE,575,-3.190087,55.945189
OSM_LARGE,576,-3.190087,55.951051
OSM_LARGE,577,-3.190079,55.945153
OSM_LARGE,578,-3.190079,55.949928
OSM_LARGE,579,-3.190071,55.945147
OSM_LARGE,580,-3.19006,55.945143
OSM_LARGE,581,-3.190056,55.949572
